2019-06-12	ST	Night	CONFIRMED	沙田馬場	沙田夜馬
2019-06-08	ST	Day	CONFIRMED	沙田馬場	沙田日馬
2019-06-05	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬
2019-06-02	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 獅子山錦標
2019-05-29	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷法國之夜派對
2019-05-26	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 渣打冠軍暨遮打盃 - 頭場開跑時間 12:30 pm
2019-05-22	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷法國之夜派對 - 頭場開跑時間 7:15 pm
2019-05-18	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2019-05-11	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 「港澳盃」- 頭場開跑時間 1:00pm
2019-05-15	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷法國之夜派對 - 頭場開跑時間 7:15 pm
2019-05-08	ST	Night	CONFIRMED	沙田馬場	沙田夜馬 - 頭場開跑時間 7:15 pm
2019-05-05	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 主席賽馬日 - 頭場開跑時間 12:30 pm
2019-05-01	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷韓國之夜派對 - 頭場開跑時間 7:15 pm
2019-04-28	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 富衛保險冠軍賽馬日 - 頭場開跑時間 12:45 pm
2019-04-24	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 -《富衛保險冠軍賽馬日》前奏夜 - 頭場開跑時間 7:15 pm
2019-04-22	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2019-04-17	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷復活節派對 - 頭場開跑時間 7:15 pm
2019-04-14	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:30 pm
2019-04-10	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷嘉年華 - 頭場開跑時間 7:15 pm
2019-04-07	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 短途錦標及主席錦標 - 頭場開跑時間 1:00pm
2019-04-03	ST	Night	CONFIRMED	沙田馬場	沙田夜馬 - 頭場開跑時間 7:15 pm
2019-03-31	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間12:45pm
2019-03-27	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷嘉年華 - 頭場開跑時間 7:15 pm
2019-03-20	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - St. Paddy’s Day派對 - 頭場開跑時間 7:15 pm
2019-03-24	ST	Day	CONFIRMED	沙田馬場	沙田日馬- 頭場開跑時間12:45pm
2019-03-23	NA	Day	CONFIRMED		從化日馬 - 頭場開跑時間2:30pm
2019-03-17	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 寶馬香港打吡大賽 - 頭場開跑時間 1:00 pm
2019-03-13	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷打吡前奏夜  - 頭場開跑時間 7:15 pm
2019-03-10	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:30pm
2019-03-06	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷音樂夜 - 頭場開跑時間 7:15 pm
2019-03-02	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2019-02-27	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷音樂夜 - 頭場開跑時間 7:15 pm
2019-02-24	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2019-02-20	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬- 快活谷音樂夜 - 頭場開跑時間 7:15 pm
2019-02-17	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 「花旗銀行香港金盃」、「女皇銀禧紀念盃」及「香港經典盃」- 頭場開跑時間 1:00pm
2019-02-07	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:30pm
2019-02-13	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 「香港航空百萬挑戰盃」壓軸戰 - 頭場開跑時間 6:45pm
2019-02-10	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2019-02-02	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2019-01-27	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 香港經典一哩賽 - 頭場開跑時間 1:00pm
2019-01-30	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷賀年派對 - 頭場開跑時間 7:15 pm
2019-01-23	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 酒.在快活谷 - 頭場開跑時間 7:15 pm
2019-01-20	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 「董事盃」及「百週年紀念短途盃」 - 頭場開跑時間 1:00pm
2019-01-16	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 酒.在快活谷 - 頭場開跑時間 7:15 pm
2019-01-12	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2019-01-09	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 酒.在快活谷 - 頭場開跑時間 7:15 pm
2019-01-06	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2019-01-01	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 「好運1月1」賽馬日 - 頭場開跑時間 12:30pm
2018-12-29	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 沙田馬場40週年紀念日
2018-12-26	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷聖誕派對
2018-12-23	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:30pm
2018-12-19	ST	Night	CONFIRMED	沙田馬場	沙田夜馬 - 頭場開跑時間 7:15 pm
2018-12-16	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 六福珠寶賽馬日 - 頭場開跑時間 12:30pm
2018-12-12	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷聖誕派對 - 頭場開跑時間 7:15 pm
2018-12-09	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 浪琴表香港國際賽 - 頭場開跑時間 12:25pm
2018-12-05	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 浪琴表國際騎師錦標賽 - 頭場開跑時間 6:30 pm
2018-11-28	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 浪琴表國際騎師錦標賽熱身派對 - 頭場開跑時間 7:15 pm
2018-11-21	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 日本之夜 - 頭場開跑時間 7:15 pm
2018-12-02	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2018-11-25	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:45 pm
2018-10-29	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:45pm
2018-11-18	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 中銀香港賽馬日 - 頭場開跑時間 1:00pm
2018-11-14	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 日本之夜 - 頭場開跑時間 7:15 pm
2018-11-10	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00 pm
2018-11-07	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 日本之夜 - 頭場開跑時間 7:15pm
2018-11-04	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 莎莎婦女銀袋日 - 頭場開跑時間 13:00pm
2018-10-31	ST	Night	CONFIRMED	沙田馬場	沙田夜馬 - 頭場開跑時間 7:15pm
2018-10-28	HV	Day	CONFIRMED	跑馬地馬場	跑馬地日馬 - 頭場開跑時間 12:45pm
2018-10-24	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 澳洲主題派對 - 頭場開跑時間 7:15pm
2018-10-21	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2018-10-18	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - Happy Wednesday - 頭場開跑時間 7:15pm
2018-10-13	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2018-10-10	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷啤酒節 - 頭場開跑時間 7:15pm
2018-10-03	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷啤酒節 - 頭場開跑時間 7:15pm
2018-10-07	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2018-10-01	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 國慶賽馬日 - 頭場開跑時間 1:00pm
2018-09-26	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 快活谷啤酒節- 頭場開跑時間 7:15pm
2018-09-22	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00pm
2019-07-01	ST	Day	CONFIRMED	沙田馬場	沙田日馬
2018-09-12	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - Happy Wednesday 強勢回歸 - 頭場開跑時間 7:15pm
2018-09-09	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:50pm
2018-09-05	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - Happy Wednesday 強勢回歸 - 頭場開跑時間 7:15pm
2018-09-02	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 馬季開鑼 - 頭場開跑時間 1:00pm
2018-07-15	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 馬季煞科日 - 頭場開跑時間 12:30 pm
2018-07-11	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - Happy Wednesday 壓軸夜 - 頭場開跑時間 7:15pm
2018-07-08	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:30 pm
2018-07-04	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - Happy Wednesday 夏日嘉年華 - 頭場開跑時間 7:15pm
2018-07-01	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00 pm
2018-04-11	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 韓國之夜 - 頭場開跑時間 7:15 pm
2018-05-06	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:30 pm
2018-04-08	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間1:00pm
2018-04-02	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 復活節賽馬日 - 頭場開跑時間1:00pm
2017-11-05	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 莎莎婦女銀袋日 - 頭場開跑時間 1:00pm
2018-04-18	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 韓國之夜 - 頭場開跑時間 7:15 pm
2018-05-02	ST	Night	CONFIRMED	沙田馬場	沙田夜馬 - 頭場開跑時間 7:15 pm
2018-04-21	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間1:00pm
2018-04-29	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 冠軍賽馬日 - 頭場開跑時間12:45pm
2018-04-25	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 韓國之夜 - 頭場開跑時間 7:15 pm
2018-06-27	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - Happy Wednesday 夏日嘉年華 - 頭場開跑時間 7:15pm
2018-06-24	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 精英盃及精英碟 - 頭場開跑時間 1:00 pm
2018-06-16	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 1:00 pm
2018-06-13	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - Happy Wednesday 夏日嘉年華 - 頭場開跑時間 7:15pm
2018-06-10	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:30 pm
2018-06-06	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - Happy Wednesday 夏日嘉年華- 頭場開跑時間 7:15pm
2018-06-03	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間 12:45 pm
2018-05-30	ST	Night	CONFIRMED	沙田馬場	沙田夜馬 - 頭場開跑時間 7:15pm
2018-05-27	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 渣打冠軍暨遮打盃 - 頭場開跑時間 12:30 pm
2018-05-23	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 法國之夜 - 頭場開跑時間 7:15 pm
2018-05-20	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間1:00pm
2018-05-16	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 法國之夜 - 頭場開跑時間 7:15 pm
2018-05-12	ST	Day	CONFIRMED	沙田馬場	沙田日馬 - 頭場開跑時間1:00pm
2018-05-09	HV	Night	CONFIRMED	跑馬地馬場	跑馬地夜馬 - 法國之夜 - 頭場開跑時間 7:15 pm
